date,daily_first_dose,cumulative_first_dose,daily_second_dose,cumulative_second_dose,daily_booster,cumulative_booster,first_dose_percentage,second_dose_percentage,booster_percentage,Pfizer_daily,Pfizer_percentage,Moderna_daily,Moderna_percentage,AstraZeneca_daily,AstraZeneca_percentage,Janssen_daily,Janssen_percentage,Novavax_daily,Novavax_percentage
2024-12-10,71303,37950611,95599,35633973,117071.0,10267663.0,74.41,69.87,20.13,127787,45.0,85191,30.0,42595,15.0,14198,5.0,14198,5.0
2024-12-11,70505,38021116,94680,35728653,117999.0,10385662.0,74.55,70.06,20.36,127432,45.0,84955,30.0,42477,15.0,14159,5.0,14159,5.0
2024-12-12,69712,38090828,93764,35822417,118925.0,10504587.0,74.69,70.24,20.6,127080,45.0,84720,30.0,42360,15.0,14120,5.0,14120,5.0
2024-12-13,68924,38159752,92851,35915268,119848.0,10624435.0,74.82,70.42,20.83,126730,45.0,84486,30.0,42243,15.0,14081,5.0,14081,5.0
2024-12-14,68143,38227895,91940,36007208,120768.0,10745203.0,74.96,70.6,21.07,126382,45.0,84255,30.0,42127,15.0,14042,5.0,14042,5.0
2024-12-15,67366,38295261,91032,36098240,121684.0,10866887.0,75.09,70.78,21.31,126036,45.0,84024,30.0,42012,15.0,14004,5.0,14004,5.0
2024-12-16,66596,38361857,90128,36188368,122598.0,10989485.0,75.22,70.96,21.55,125694,45.0,83796,30.0,41898,15.0,13966,5.0,13966,5.0
2024-12-17,65831,38427688,89228,36277596,123508.0,11112993.0,75.35,71.13,21.79,125355,45.0,83570,30.0,41785,15.0,13928,5.0,13928,5.0
2024-12-18,65072,38492760,88331,36365927,124415.0,11237408.0,75.48,71.31,22.03,125018,45.0,83345,30.0,41672,15.0,13890,5.0,13890,5.0
2024-12-19,64320,38557080,87437,36453364,125316.0,11362724.0,75.6,71.48,22.28,124682,45.0,83121,30.0,41560,15.0,13853,5.0,13853,5.0
2024-12-20,63572,38620652,86547,36539911,126213.0,11488937.0,75.73,71.65,22.53,124349,45.0,82899,30.0,41449,15.0,13816,5.0,13816,5.0
2024-12-21,62832,38683484,85662,36625573,127107.0,11616044.0,75.85,71.81,22.78,124020,45.0,82680,30.0,41340,15.0,13780,5.0,13780,5.0
2024-12-22,62096,38745580,84779,36710352,127994.0,11744038.0,75.97,71.98,23.03,123691,45.0,82460,30.0,41230,15.0,13743,5.0,13743,5.0
2024-12-23,61366,38806946,83903,36794255,128877.0,11872915.0,76.09,72.15,23.28,123365,45.0,82243,30.0,41121,15.0,13707,5.0,13707,5.0
2024-12-24,60644,38867590,83029,36877284,129754.0,12002669.0,76.21,72.31,23.53,123042,45.0,82028,30.0,41014,15.0,13671,5.0,13671,5.0
2024-12-25,59926,38927516,82160,36959444,130626.0,12133295.0,76.33,72.47,23.79,122720,45.0,81813,30.0,40906,15.0,13635,5.0,13635,5.0
2024-12-26,59215,38986731,81296,37040740,131491.0,12264786.0,76.44,72.63,24.05,122400,45.0,81600,30.0,40800,15.0,13600,5.0,13600,5.0
2024-12-27,58510,39045241,80435,37121175,132350.0,12397136.0,76.56,72.79,24.31,122082,45.0,81388,30.0,40694,15.0,13564,5.0,13564,5.0
2024-12-28,57811,39103052,79581,37200756,133203.0,12530339.0,76.67,72.94,24.57,121767,45.0,81178,30.0,40589,15.0,13529,5.0,13529,5.0
2024-12-29,57118,39160170,78730,37279486,134048.0,12664387.0,76.78,73.1,24.83,121453,45.0,80968,30.0,40484,15.0,13494,5.0,13494,5.0
2024-12-30,56430,39216600,77884,37357370,134886.0,12799273.0,76.9,73.25,25.1,121140,45.0,80760,30.0,40380,15.0,13460,5.0,13460,5.0
2024-12-31,55750,39272350,77044,37434414,135718.0,12934991.0,77.0,73.4,25.36,120830,45.0,80553,30.0,40276,15.0,13425,5.0,13425,5.0
2025-01-01,55075,39327425,76208,37510622,136541.0,13071532.0,77.11,73.55,25.63,120520,45.0,80347,30.0,40173,15.0,13391,5.0,13391,5.0
2025-01-02,54406,39381831,75378,37586000,137357.0,13208889.0,77.22,73.7,25.9,120213,45.0,80142,30.0,40071,15.0,13357,5.0,13357,5.0
2025-01-03,53744,39435575,74552,37660552,138163.0,13347052.0,77.32,73.84,26.17,119906,45.0,79937,30.0,39968,15.0,13322,5.0,13322,5.0
2025-01-04,53087,39488662,73732,37734284,138963.0,13486015.0,77.43,73.99,26.44,119601,45.0,79734,30.0,39867,15.0,13289,5.0,13289,5.0
2025-01-05,52437,39541099,72917,37807201,139752.0,13625767.0,77.53,74.13,26.72,119297,45.0,79531,30.0,39765,15.0,13255,5.0,13255,5.0
2025-01-06,51792,39592891,72107,37879308,140532.0,13766299.0,77.63,74.27,26.99,118993,45.0,79329,30.0,39664,15.0,13221,5.0,13221,5.0
2025-01-07,51154,39644045,71303,37950611,141304.0,13907603.0,77.73,74.41,27.27,118692,45.0,79128,30.0,39564,15.0,13188,5.0,13188,5.0
2025-01-08,50522,39694567,70505,38021116,142065.0,14049668.0,77.83,74.55,27.55,118391,45.0,78927,30.0,39463,15.0,13154,5.0,13154,5.0
2025-01-09,49896,39744463,69712,38090828,142817.0,14192485.0,77.93,74.69,27.83,118091,45.0,78727,30.0,39363,15.0,13121,5.0,13121,5.0
2025-01-10,49276,39793739,68924,38159752,143559.0,14336044.0,78.03,74.82,28.11,117791,45.0,78527,30.0,39263,15.0,13087,5.0,13087,5.0
2025-01-11,48662,39842401,68143,38227895,144289.0,14480333.0,78.12,74.96,28.39,117492,45.0,78328,30.0,39164,15.0,13054,5.0,13054,5.0
2025-01-12,48054,39890455,67366,38295261,145010.0,14625343.0,78.22,75.09,28.68,117193,45.0,78129,30.0,39064,15.0,13021,5.0,13021,5.0
2025-01-13,47451,39937906,66596,38361857,145719.0,14771062.0,78.31,75.22,28.96,116894,45.0,77929,30.0,38964,15.0,12988,5.0,12988,5.0
2025-01-14,46856,39984762,65831,38427688,146416.0,14917478.0,78.4,75.35,29.25,116596,45.0,77730,30.0,38865,15.0,12955,5.0,12955,5.0
2025-01-15,46266,40031028,65072,38492760,147103.0,15064581.0,78.49,75.48,29.54,116298,45.0,77532,30.0,38766,15.0,12922,5.0,12922,5.0
2025-01-16,45682,40076710,64320,38557080,147778.0,15212359.0,78.58,75.6,29.83,116001,45.0,77334,30.0,38667,15.0,12889,5.0,12889,5.0
2025-01-17,45104,40121814,63572,38620652,148440.0,15360799.0,78.67,75.73,30.12,115702,45.0,77134,30.0,38567,15.0,12855,5.0,12855,5.0
2025-01-18,44532,40166346,62832,38683484,149090.0,15509889.0,78.76,75.85,30.41,115404,45.0,76936,30.0,38468,15.0,12822,5.0,12822,5.0
2025-01-19,43965,40210311,62096,38745580,149727.0,15659616.0,78.84,75.97,30.71,115104,45.0,76736,30.0,38368,15.0,12789,5.0,12789,5.0
2025-01-20,43406,40253717,61366,38806946,150352.0,15809968.0,78.93,76.09,31.0,114805,45.0,76537,30.0,38268,15.0,12756,5.0,12756,5.0
2025-01-21,42850,40296567,60644,38867590,150963.0,15960931.0,79.01,76.21,31.3,114505,45.0,76337,30.0,38168,15.0,12722,5.0,12722,5.0
2025-01-22,42302,40338869,59926,38927516,151562.0,16112493.0,79.1,76.33,31.59,114205,45.0,76137,30.0,38068,15.0,12689,5.0,12689,5.0
2025-01-23,41759,40380628,59215,38986731,152146.0,16264639.0,79.18,76.44,31.89,113904,45.0,75936,30.0,37968,15.0,12656,5.0,12656,5.0
2025-01-24,41222,40421850,58510,39045241,152717.0,16417356.0,79.26,76.56,32.19,113602,45.0,75734,30.0,37867,15.0,12622,5.0,12622,5.0
2025-01-25,40691,40462541,57811,39103052,153273.0,16570629.0,79.34,76.67,32.49,113298,45.0,75532,30.0,37766,15.0,12588,5.0,12588,5.0
2025-01-26,40165,40502706,57118,39160170,153816.0,16724445.0,79.42,76.78,32.79,112994,45.0,75329,30.0,37664,15.0,12554,5.0,12554,5.0
2025-01-27,39645,40542351,56430,39216600,154344.0,16878789.0,79.49,76.9,33.1,112688,45.0,75125,30.0,37562,15.0,12520,5.0,12520,5.0
2025-01-28,39131,40581482,55750,39272350,154857.0,17033646.0,79.57,77.0,33.4,112382,45.0,74921,30.0,37460,15.0,12486,5.0,12486,5.0
2025-01-29,38623,40620105,55075,39327425,155355.0,17189001.0,79.65,77.11,33.7,112073,45.0,74715,30.0,37357,15.0,12452,5.0,12452,5.0
2025-01-30,38119,40658224,54406,39381831,155838.0,17344839.0,79.72,77.22,34.01,111763,45.0,74508,30.0,37254,15.0,12418,5.0,12418,5.0
2025-01-31,37621,40695845,53744,39435575,156305.0,17501144.0,79.8,77.32,34.32,111451,45.0,74301,30.0,37150,15.0,12383,5.0,12383,5.0
2025-02-01,37130,40732975,53087,39488662,156758.0,17657902.0,79.87,77.43,34.62,111138,45.0,74092,30.0,37046,15.0,12348,5.0,12348,5.0
2025-02-02,36643,40769618,52437,39541099,157195.0,17815097.0,79.94,77.53,34.93,110823,45.0,73882,30.0,36941,15.0,12313,5.0,12313,5.0
2025-02-03,36162,40805780,51792,39592891,157614.0,17972711.0,80.01,77.63,35.24,110505,45.0,73670,30.0,36835,15.0,12278,5.0,12278,5.0
2025-02-04,35687,40841467,51154,39644045,158020.0,18130731.0,80.08,77.73,35.55,110187,45.0,73458,30.0,36729,15.0,12243,5.0,12243,5.0
2025-02-05,35216,40876683,50522,39694567,158407.0,18289138.0,80.15,77.83,35.86,109865,45.0,73243,30.0,36621,15.0,12207,5.0,12207,5.0
2025-02-06,34752,40911435,49896,39744463,158778.0,18447916.0,80.22,77.93,36.17,109541,45.0,73027,30.0,36513,15.0,12171,5.0,12171,5.0
2025-02-07,34292,40945727,49276,39793739,159134.0,18607050.0,80.29,78.03,36.48,109215,45.0,72810,30.0,36405,15.0,12135,5.0,12135,5.0
2025-02-08,33837,40979564,48662,39842401,159472.0,18766522.0,80.35,78.12,36.8,108886,45.0,72591,30.0,36295,15.0,12098,5.0,12098,5.0
2025-02-09,33389,41012953,48054,39890455,159793.0,18926315.0,80.42,78.22,37.11,108556,45.0,72370,30.0,36185,15.0,12061,5.0,12061,5.0
2025-02-10,32945,41045898,47451,39937906,160098.0,19086413.0,80.48,78.31,37.42,108222,45.0,72148,30.0,36074,15.0,12024,5.0,12024,5.0
2025-02-11,32506,41078404,46856,39984762,160384.0,19246797.0,80.55,78.4,37.74,107885,45.0,71923,30.0,35961,15.0,11987,5.0,11987,5.0
2025-02-12,32072,41110476,46266,40031028,160655.0,19407452.0,80.61,78.49,38.05,107546,45.0,71697,30.0,35848,15.0,11949,5.0,11949,5.0
2025-02-13,31644,41142120,45682,40076710,160906.0,19568358.0,80.67,78.58,38.37,107204,45.0,71469,30.0,35734,15.0,11911,5.0,11911,5.0
2025-02-14,31221,41173341,45104,40121814,161142.0,19729500.0,80.73,78.67,38.69,106860,45.0,71240,30.0,35620,15.0,11873,5.0,11873,5.0
2025-02-15,30802,41204143,44532,40166346,161358.0,19890858.0,80.79,78.76,39.0,106511,45.0,71007,30.0,35503,15.0,11834,5.0,11834,5.0
2025-02-16,30389,41234532,43965,40210311,161558.0,20052416.0,80.85,78.84,39.32,106160,45.0,70773,30.0,35386,15.0,11795,5.0,11795,5.0
2025-02-17,29980,41264512,43406,40253717,161739.0,20214155.0,80.91,78.93,39.64,105806,45.0,70537,30.0,35268,15.0,11756,5.0,11756,5.0
2025-02-18,29576,41294088,42850,40296567,161903.0,20376058.0,80.97,79.01,39.95,105448,45.0,70298,30.0,35149,15.0,11716,5.0,11716,5.0
2025-02-19,29177,41323265,42302,40338869,162048.0,20538106.0,81.03,79.1,40.27,105087,45.0,70058,30.0,35029,15.0,11676,5.0,11676,5.0
2025-02-20,28784,41352049,41759,40380628,162176.0,20700282.0,81.08,79.18,40.59,104723,45.0,69815,30.0,34907,15.0,11635,5.0,11635,5.0
2025-02-21,28394,41380443,41222,40421850,162286.0,20862568.0,81.14,79.26,40.91,104355,45.0,69570,30.0,34785,15.0,11595,5.0,11595,5.0
2025-02-22,28010,41408453,40691,40462541,162377.0,21024945.0,81.19,79.34,41.23,103985,45.0,69323,30.0,34661,15.0,11553,5.0,11553,5.0
2025-02-23,27629,41436082,40165,40502706,162449.0,21187394.0,81.25,79.42,41.54,103609,45.0,69072,30.0,34536,15.0,11512,5.0,11512,5.0
2025-02-24,27255,41463337,39645,40542351,162505.0,21349899.0,81.3,79.49,41.86,103232,45.0,68821,30.0,34410,15.0,11470,5.0,11470,5.0
2025-02-25,26883,41490220,39131,40581482,162541.0,21512440.0,81.35,79.57,42.18,102849,45.0,68566,30.0,34283,15.0,11427,5.0,11427,5.0
2025-02-26,26518,41516738,38623,40620105,162560.0,21675000.0,81.41,79.65,42.5,102465,45.0,68310,30.0,34155,15.0,11385,5.0,11385,5.0
2025-02-27,26156,41542894,38119,40658224,162559.0,21837559.0,81.46,79.72,42.82,102075,45.0,68050,30.0,34025,15.0,11341,5.0,11341,5.0
2025-02-28,25799,41568693,37621,40695845,162541.0,22000100.0,81.51,79.8,43.14,101682,45.0,67788,30.0,33894,15.0,11298,5.0,11298,5.0
2025-03-01,25446,41594139,37130,40732975,162505.0,22162605.0,81.56,79.87,43.46,101286,45.0,67524,30.0,33762,15.0,11254,5.0,11254,5.0
2025-03-02,25097,41619236,36643,40769618,162449.0,22325054.0,81.61,79.94,43.77,100885,45.0,67256,30.0,33628,15.0,11209,5.0,11209,5.0
2025-03-03,24754,41643990,36162,40805780,162377.0,22487431.0,81.65,80.01,44.09,100481,45.0,66987,30.0,33493,15.0,11164,5.0,11164,5.0
2025-03-04,24414,41668404,35687,40841467,162286.0,22649717.0,81.7,80.08,44.41,100074,45.0,66716,30.0,33358,15.0,11119,5.0,11119,5.0
2025-03-05,24078,41692482,35216,40876683,162176.0,22811893.0,81.75,80.15,44.73,99661,45.0,66441,30.0,33220,15.0,11073,5.0,11073,5.0
2025-03-06,23747,41716229,34752,40911435,162048.0,22973941.0,81.8,80.22,45.05,99246,45.0,66164,30.0,33082,15.0,11027,5.0,11027,5.0
2025-03-07,23421,41739650,34292,40945727,161903.0,23135844.0,81.84,80.29,45.36,98827,45.0,65884,30.0,32942,15.0,10980,5.0,10980,5.0
2025-03-08,23097,41762747,33837,40979564,161739.0,23297583.0,81.89,80.35,45.68,98402,45.0,65601,30.0,32800,15.0,10933,5.0,10933,5.0
2025-03-09,22778,41785525,33389,41012953,161558.0,23459141.0,81.93,80.42,46.0,97976,45.0,65317,30.0,32658,15.0,10886,5.0,10886,5.0
2025-03-10,22463,41807988,32945,41045898,161358.0,23620499.0,81.98,80.48,46.31,97544,45.0,65029,30.0,32514,15.0,10838,5.0,10838,5.0
2025-03-11,22153,41830141,32506,41078404,161142.0,23781641.0,82.02,80.55,46.63,97110,45.0,64740,30.0,32370,15.0,10790,5.0,10790,5.0
2025-03-12,21846,41851987,32072,41110476,160906.0,23942547.0,82.06,80.61,46.95,96670,45.0,64447,30.0,32223,15.0,10741,5.0,10741,5.0
2025-03-13,21543,41873530,31644,41142120,160655.0,24103202.0,82.1,80.67,47.26,96228,45.0,64152,30.0,32076,15.0,10692,5.0,10692,5.0
2025-03-14,21244,41894774,31221,41173341,160384.0,24263586.0,82.15,80.73,47.58,95782,45.0,63854,30.0,31927,15.0,10642,5.0,10642,5.0
2025-03-15,20948,41915722,30802,41204143,160098.0,24423684.0,82.19,80.79,47.89,95331,45.0,63554,30.0,31777,15.0,10592,5.0,10592,5.0
2025-03-16,20658,41936380,30389,41234532,159793.0,24583477.0,82.23,80.85,48.2,94878,45.0,63252,30.0,31626,15.0,10542,5.0,10542,5.0
2025-03-17,20369,41956749,29980,41264512,159472.0,24742949.0,82.27,80.91,48.52,94419,45.0,62946,30.0,31473,15.0,10491,5.0,10491,5.0
2025-03-18,20086,41976835,29576,41294088,159134.0,24902083.0,82.31,80.97,48.83,93958,45.0,62638,30.0,31319,15.0,10439,5.0,10439,5.0
2025-03-19,19806,41996641,29177,41323265,158778.0,25060861.0,82.35,81.03,49.14,93492,45.0,62328,30.0,31164,15.0,10388,5.0,10388,5.0
2025-03-20,19528,42016169,28784,41352049,158407.0,25219268.0,82.38,81.08,49.45,93023,45.0,62015,30.0,31007,15.0,10335,5.0,10335,5.0
2025-03-21,19256,42035425,28394,41380443,158020.0,25377288.0,82.42,81.14,49.76,92551,45.0,61701,30.0,30850,15.0,10283,5.0,10283,5.0
2025-03-22,18987,42054412,28010,41408453,157614.0,25534902.0,82.46,81.19,50.07,92074,45.0,61383,30.0,30691,15.0,10230,5.0,10230,5.0
2025-03-23,18721,42073133,27629,41436082,157195.0,25692097.0,82.5,81.25,50.38,91595,45.0,61063,30.0,30531,15.0,10177,5.0,10177,5.0
2025-03-24,18458,42091591,27255,41463337,156758.0,25848855.0,82.53,81.3,50.68,91111,45.0,60741,30.0,30370,15.0,10123,5.0,10123,5.0
2025-03-25,18199,42109790,26883,41490220,156305.0,26005160.0,82.57,81.35,50.99,90624,45.0,60416,30.0,30208,15.0,10069,5.0,10069,5.0
2025-03-26,17944,42127734,26518,41516738,155838.0,26160998.0,82.6,81.41,51.3,90135,45.0,60090,30.0,30045,15.0,10015,5.0,10015,5.0
2025-03-27,17691,42145425,26156,41542894,155355.0,26316353.0,82.64,81.46,51.6,89640,45.0,59760,30.0,29880,15.0,9960,5.0,9960,5.0
2025-03-28,17443,42162868,25799,41568693,154857.0,26471210.0,82.67,81.51,51.9,89144,45.0,59429,30.0,29714,15.0,9904,5.0,9904,5.0
2025-03-29,17197,42180065,25446,41594139,154344.0,26625554.0,82.71,81.56,52.21,88644,45.0,59096,30.0,29548,15.0,9849,5.0,9849,5.0
2025-03-30,16955,42197020,25097,41619236,153816.0,26779370.0,82.74,81.61,52.51,88140,45.0,58760,30.0,29380,15.0,9793,5.0,9793,5.0
2025-03-31,16716,42213736,24754,41643990,153273.0,26932643.0,82.77,81.65,52.81,87634,45.0,58422,30.0,29211,15.0,9737,5.0,9737,5.0
2025-04-01,16479,42230215,24414,41668404,152717.0,27085360.0,82.8,81.7,53.11,87124,45.0,58083,30.0,29041,15.0,9680,5.0,9680,5.0
2025-04-02,16247,42246462,24078,41692482,152146.0,27237506.0,82.84,81.75,53.41,86611,45.0,57741,30.0,28870,15.0,9623,5.0,9623,5.0
2025-04-03,16018,42262480,23747,41716229,151562.0,27389068.0,82.87,81.8,53.7,86097,45.0,57398,30.0,28699,15.0,9566,5.0,9566,5.0
2025-04-04,15790,42278270,23421,41739650,150963.0,27540031.0,82.9,81.84,54.0,85578,45.0,57052,30.0,28526,15.0,9508,5.0,9508,5.0
